ID	POS	ANN
C:399	  chr16 18437868 18437935 -; 	 refGene.bed NR_103772 -;  ensGene.bed ENST00000540339 +;  miRNA.bed Name=hsa-miR-6511a-3p +;
C:400	  chr16 15227930 15227997 -; 	 refGene.bed NM_001285449 -;  ensGene.bed ENST00000535621 -;  miRNA.bed Name=hsa-miR-6511b-3p +;
C:401	  chr16 15737157 15737181 +; 	 refGene.bed NM_001143979 +;  ensGene.bed ENST00000396355 +;  miRNA.bed Name=hsa-miR-484 +;
C:402	  chrUn 1666259 1666693 +;
C:403	  chr21 9826961 9827394 +; 	 rmsk.bed rRNA +;
C:404	  chrUn 1666723 1668182 +;
C:405	  chrUn 1669209 1669412 +;
C:406	  chr3 44155724 44155787 +; 	 refGene.bed NR_029700 +;  ensGene.bed ENST00000385219 +;  miRNA.bed Name=hsa-miR-138-1-3p +;
C:407	  chr16 56892417 56892507 +; 	 refGene.bed NR_029680 +;  ensGene.bed ENST00000384916 +;  miRNA.bed Name=hsa-miR-138-2-3p +;
C:408	  chr16 69967005 69967073 +; 	 refGene.bed NM_001270454 +;  ensGene.bed ENST00000544162 +;  miRNA.bed Name=hsa-miR-140-3p +;
C:409	  chr16 70563435 70563488 +; 	 refGene.bed NM_012426 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000302516 +;
C:410	  chr6 28921038 28921118 -; 	 rmsk.bed tRNA +;  tRNA.bed chr6.tRNA97-MetCAT +;
C:411	  chr16 71460423 71460471 +; 	 rmsk.bed tRNA +;  tRNA.bed chr16.tRNA20-MetCAT +;
C:412	  chr16 89627835 89627909 +; 	 refGene.bed NM_000977 +;  pirna2.bed 1 -;  ensGene.bed ENST00000363214 +;  wgRNA.bed CDBox +;
C:413	  chr16 686731 686806 -; 	 tRNA.bed chr16.tRNA34-GlyCCC +;
C:414	  chr16 2205023 2205106 -; 	 refGene.bed NR_002736 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000383903 +;
C:415	  chr16 67236227 67236252 -; 	 refGene.bed NM_024712 -;  ensGene.bed ENST00000385213 +;  miRNA.bed Name=hsa-miR-328-3p +;
C:416	  chr16 71792308 71792385 -; 	 refGene.bed NM_001030007 +;  pirna2.bed 1 -;  ensGene.bed ENST00000568327 +;  wgRNA.bed CDBox +;
C:417	  chr8 124169460 124169542 -; 	 pirna2.bed 1 -;  rmsk.bed tRNA +;  tRNA.bed chr8.tRNA10-MetCAT +;
C:418	  chr16 87417625 87417705 -; 	 refGene.bed NM_001282683 +;  pirna2.bed 1 -;  ensGene.bed ENST00000562778 -;  rmsk.bed tRNA +;  tRNA.bed chr16.tRNA22-MetCAT +;
C:419	  chrM 15885 16031 -; 	 pirna2.bed 1 -;  ensGene.bed ENST00000387461 +;
C:420	  chr17 6972700 6972729 +;
C:421	  chr17 7480217 7480271 +; 	 refGene.bed NR_037926 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000579777 +;
C:422	  chr17 8090505 8090554 +; 	 ensGene.bed ENST00000579470 +;  rmsk.bed tRNA +;  tRNA.bed chr17.tRNA8-ThrAGT +;
C:423	  chr6 28693822 28693870 +; 	 rmsk.bed tRNA +;  tRNA.bed chr6.tRNA69-ThrAGT +;
C:424	  chr17 11985225 11985249 +; 	 refGene.bed NM_001281435 +;  ensGene.bed ENST00000538465 +;  miRNA.bed Name=hsa-miR-744-5p +;
C:425	  chr17 16343348 16343420 +; 	 refGene.bed NR_027174 +;  pirna2.bed 1 -;  ensGene.bed ENST00000478103 +;  wgRNA.bed CDBox +;
C:426	  chr17 16344536 16344612 +; 	 refGene.bed NR_027174 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000478103 +;
C:427	  chr8 141742681 141742743 -; 	 refGene.bed NM_005607 +;  ensGene.bed ENST00000521986 +;  miRNA.bed Name=hsa-miR-151a-3p +;  LINE - -39 -89;
C:428	  chr3 188406579 188406646 +; 	 refGene.bed NM_001167671 +;  ensGene.bed ENST00000415906 +;  miRNA.bed Name=hsa-miR-28-3p +;  LINE + -23 -18;
C:429	  chr19 43965022 43965051 +; 	 refGene.bed NM_014400 -;  ensGene.bed ENST00000244333 -;  LINE - 68 -65;
C:430	  chrM 2950 3344 +; 	 pirna2.bed 1 -;  ensGene.bed ENST00000361390 +;  rmsk.bed tRNA +;
C:431	  chr17 22023735 22023852 +; 	 refGene.bed NM_001190452 +;  ensGene.bed ENST00000540040 +;
C:432	  chr17 27047568 27047631 +; 	 refGene.bed NM_000984 +;  pirna2.bed 1 -;  ensGene.bed ENST00000472628 +;  wgRNA.bed CDBox +;
C:433	  chr17 27049601 27049669 +; 	 refGene.bed NM_000984 +;  pirna2.bed 1 -;  ensGene.bed ENST00000578181 +;  wgRNA.bed CDBox +;
C:434	  chr17 27050447 27050509 +; 	 refGene.bed NM_000984 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000578181 +;
C:435	  chr17 28444112 28444173 +; 	 refGene.bed NM_001261467 +;  ensGene.bed ENST00000540900 +;  miRNA.bed Name=hsa-miR-3184-3p -;
C:436	  chr17 57918611 57918694 +; 	 refGene.bed NR_029493 +;  ensGene.bed ENST00000592790 +;  miRNA.bed Name=hsa-miR-21-3p +;
C:437	  chr17 62223440 62223515 +; 	 refGene.bed NR_004380 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000362883 +;
C:438	  chr17 72744801 72744825 +; 	 refGene.bed NM_004252 +;  ensGene.bed ENST00000583369 +;  miRNA.bed Name=hsa-miR-3615 +;
C:439	  chr17 74557194 74557269 +; 	 refGene.bed NR_038109 +;  pirna2.bed 1 -;  ensGene.bed ENST00000363091 +;  wgRNA.bed CDBox +;
C:440	  chr17 79099685 79099749 +; 	 refGene.bed NM_004920 -;  ensGene.bed ENST00000572339 -;  miRNA.bed Name=hsa-miR-338-3p -;
C:441	  chr17 1617201 1617267 -; 	 refGene.bed NR_028502 +;  ensGene.bed ENST00000362190 +;  miRNA.bed Name=hsa-miR-22-3p +;
C:442	  chr17 1953218 1953281 -; 	 refGene.bed NR_029674 +;  ensGene.bed ENST00000591554 +;  miRNA.bed Name=hsa-miR-132-3p +;
C:443	  chr17 1953580 1953644 -; 	 refGene.bed NR_029625 +;  ensGene.bed ENST00000586026 +;  miRNA.bed Name=hsa-miR-212-5p +;
C:444	  chr17 2232420 2232501 -; 	 refGene.bed NM_018128 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000575049 +;
C:445	  chr17 2233577 2233658 -; 	 refGene.bed NM_018128 +;  pirna2.bed 1 -;  ensGene.bed ENST00000575049 +;  wgRNA.bed CDBox +;
C:446	  chr17 6921256 6921318 -; 	 refGene.bed NR_030178 +;  ensGene.bed ENST00000572547 +;  miRNA.bed Name=hsa-miR-497-3p +;
C:447	  chr17 7126623 7126683 -; 	 refGene.bed NM_001033859 -;  ensGene.bed ENST00000579546 -;  miRNA.bed Name=hsa-miR-324-3p +;
C:448	  chr17 17717209 17717230 -; 	 refGene.bed NM_001005291 +;  ensGene.bed ENST00000355815 +;  miRNA.bed Name=hsa-miR-33b-5p +;
C:449	  chr22 42296952 42297014 +; 	 refGene.bed NR_103834 +;  ensGene.bed ENST00000491541 +;  miRNA.bed Name=hsa-miR-33a-3p +;
C:450	  chr17 19247823 19247847 -; 	 refGene.bed NM_001243475 +;  ensGene.bed ENST00000477478 +;  miRNA.bed Name=hsa-miR-1180-3p +;
C:451	  chr17 27188414 27188442 -; 	 refGene.bed NR_029970 +;  ensGene.bed ENST00000385059 +;  miRNA.bed Name=hsa-miR-451b -;
C:452	  chr17 27188565 27188622 -; 	 refGene.bed NR_029685 +;  ensGene.bed ENST00000384886 +;  miRNA.bed Name=hsa-miR-144-3p +;
C:453	  chrUn 1626593 1626892 +;
C:454	  chr17 46114536 46114598 -; 	 refGene.bed NM_016429 +;  ensGene.bed ENST00000582553 +;  miRNA.bed Name=hsa-miR-152-5p +;
C:455	  chr17 46657264 46657288 -; 	 refGene.bed NR_029608 +;  ensGene.bed ENST00000552000 +;  miRNA.bed Name=hsa-miR-10a-5p +;
C:456	  chr17 56408603 56408666 -; 	 refGene.bed NR_038410 -;  ensGene.bed ENST00000580633 -;  miRNA.bed Name=hsa-miR-142-3p +;
C:457	  chr17 57215144 57215210 -; 	 refGene.bed NM_001100595 +;  ensGene.bed ENST00000584089 +;  miRNA.bed Name=hsa-miR-454-3p +;
C:458	  chr17 57228506 57228569 -; 	 refGene.bed NM_001100595 +;  ensGene.bed ENST00000584089 +;  miRNA.bed Name=hsa-miR-301a-5p +;
C:459	  chr22 22007313 22007338 +; 	 refGene.bed NR_030622 +;  ensGene.bed ENST00000498589 +;  miRNA.bed Name=hsa-miR-301b +;
C:460	  chr17 79099684 79099763 -; 	 refGene.bed NM_004920 +;  ensGene.bed ENST00000572339 +;  miRNA.bed Name=hsa-miR-338-3p +;
C:461	  chr18 47340730 47340813 +; 	 refGene.bed NR_003003 +;  wgRNA.bed scaRna +;  ensGene.bed ENST00000589499 +;
C:462	  chr18 47015615 47015679 -; 	 refGene.bed NM_001035006 +;  pirna2.bed 1 -;  ensGene.bed ENST00000365223 +;  wgRNA.bed CDBox +;
C:463	  chr18 47017652 47017717 -; 	 refGene.bed NM_001035006 +;  pirna2.bed 1 -;  ensGene.bed ENST00000383875 +;  wgRNA.bed CDBox +;
C:464	  chr18 47018033 47018099 -; 	 refGene.bed NM_001035006 +;  pirna2.bed 1 -;  ensGene.bed ENST00000607313 +;  wgRNA.bed CDBox +;
C:465	  chr19 10218333 10218400 +; 	 refGene.bed NM_001040664 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000393796 +;
C:466	  chr19 10220437 10220506 +; 	 refGene.bed NM_001040664 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000393796 +;
C:467	  chr19 46522196 46522281 +; 	 refGene.bed NR_030412 +;  ensGene.bed ENST00000390225 +;  miRNA.bed Name=hsa-miR-769-3p +;
C:468	  chr19 49993223 49993304 +; 	 refGene.bed NR_073024 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000364805 +;
C:469	  chr19 49993872 49993955 +; 	 refGene.bed NR_073024 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000468655 +;
C:470	  chr19 49994163 49994228 +; 	 refGene.bed NR_073024 +;  pirna2.bed 1 -;  ensGene.bed ENST00000365633 +;  wgRNA.bed CDBox +;
C:471	  chr19 52195869 52195932 +; 	 refGene.bed NR_029843 +;  ensGene.bed ENST00000384819 +;  miRNA.bed Name=hsa-miR-99b-3p +;
C:472	  chr19 52196519 52196581 +; 	 refGene.bed NR_029693 +;  ensGene.bed ENST00000385273 +;  miRNA.bed Name=hsa-miR-125a-3p +;
C:473	  chr19 54485615 54485639 +; 	 refGene.bed NM_031895 +;  ensGene.bed ENST00000270458 +;  miRNA.bed Name=hsa-miR-935 +;
C:474	  chr19 3982504 3982571 -; 	 refGene.bed NM_001961 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000598436 +;
C:475	  chr19 12814411 12814483 -; 	 refGene.bed NM_013433 +;  ensGene.bed ENST00000585886 +;
C:476	  chr19 12817262 12817331 -; 	 refGene.bed NM_013433 +;  pirna2.bed 1 -;  ensGene.bed ENST00000585886 +;  wgRNA.bed CDBox +;
C:477	  chr9 97848306 97848369 +; 	 refGene.bed NM_032823 +;  ensGene.bed ENST00000297979 +;  miRNA.bed Name=hsa-miR-24-3p +;
C:478	  chr9 97847545 97847574 +; 	 refGene.bed NM_032823 +;  ensGene.bed ENST00000297979 +;  miRNA.bed Name=hsa-miR-23b-3p +;
C:479	  chr19 13947405 13947430 -; 	 refGene.bed NR_029495 +;  ensGene.bed ENST00000385245 +;  miRNA.bed Name=hsa-miR-23a-3p +;
C:480	  chrUn 1628942 1629209 +;
C:481	  chr19 45981833 45981946 -; 	 pirna2.bed 1 -;  ensGene.bed ENST00000423698 +;  rmsk.bed tRNA +;  tRNA.bed chr19.tRNA8-SeCTCA +;
C:482	  chr19 46142262 46142328 -; 	 refGene.bed NM_001193269 +;  ensGene.bed ENST00000590043 +;  miRNA.bed Name=hsa-miR-330-3p +;  rmsk.bed SINE +;
C:483	  chr19 50004087 50004112 -; 	 refGene.bed NR_029703 +;  ensGene.bed ENST00000602157 -;  miRNA.bed Name=hsa-miR-150-5p +;
C:484	  chr8 67026423 67026459 +; 	 pirna2.bed 1 -;  ensGene.bed ENST00000517961 +;  rmsk.bed tRNA +;  tRNA.bed chr8.tRNA6-AlaAGC +;
C:485	  chr2 29136529 29136615 +; 	 refGene.bed NM_015131 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000296126 +;
C:486	  chr2 29150848 29150926 +; 	 refGene.bed NM_015131 +;  ensGene.bed ENST00000407426 +;
C:487	  chr2 29149932 29150009 +; 	 refGene.bed NM_015131 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000407426 +;
C:488	  chr6 27599254 27599303 +; 	 ensGene.bed ENST00000458896 +;  rmsk.bed tRNA +;  tRNA.bed chr6.tRNA55-IleTAT +;
C:489	  chr2 86363085 86363129 +; 	 refGene.bed NM_017952 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000487043 +;
C:490	  chr2 136422980 136423040 +; 	 refGene.bed NM_001282799 +;  ensGene.bed ENST00000264160 +;  miRNA.bed Name=hsa-miR-128-1-5p +;
C:491	  chr3 35785981 35786043 +; 	 refGene.bed NM_001267619 +;  ensGene.bed ENST00000462173 +;  miRNA.bed Name=hsa-miR-128-2-5p +;
C:492	  chrM 2619 2921 +; 	 pirna2.bed 1 -;  ensGene.bed ENST00000387347 +;  rmsk.bed rRNA +;
C:493	  chr2 177015056 177015080 +; 	 refGene.bed NR_029609 +;  ensGene.bed ENST00000432796 +;  miRNA.bed Name=hsa-miR-10b-5p +;
C:494	  chr2 180728984 180729018 +;
C:495	  chr3 186502585 186502652 +; 	 refGene.bed NM_001967 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000459163 +;
C:496	  chr2 203156098 203156141 +; 	 refGene.bed NM_015934 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000433543 +;
C:497	  chr2 207026605 207026674 +; 	 refGene.bed NM_021121 +;  pirna2.bed 1 -;  ensGene.bed ENST00000384320 +;  wgRNA.bed CDBox +;
C:498	  chr2 234184611 234184649 +; 	 refGene.bed NM_198890 +;  wgRNA.bed scaRna +;  ensGene.bed ENST00000464645 +;
C:499	  chr2 241395431 241395457 +; 	 refGene.bed NM_002081 +;  ensGene.bed ENST00000426280 +;  miRNA.bed Name=hsa-miR-149-5p +;
C:500	  chr2 25551517 25551543 -; 	 refGene.bed NM_175629 +;  ensGene.bed ENST00000406659 +;  miRNA.bed Name=hsa-miR-1301-3p +;
C:501	  chr3 184043483 184043560 +; 	 refGene.bed NM_198244 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000444495 +;
C:502	  chr2 101889399 101889446 -; 	 refGene.bed NR_003070 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000424632 +;
C:503	  chr2 101889470 101889508 -; 	 refGene.bed NR_003070 +;  pirna2.bed 1 -;  ensGene.bed ENST00000424632 +;  wgRNA.bed CDBox +;
C:504	  chrUn 1630482 1630783 +;
C:505	  chr2 219866368 219866392 -; 	 refGene.bed NR_029867 +;  ensGene.bed ENST00000362103 +;  miRNA.bed Name=hsa-miR-375 +;
C:506	  chr2 220158845 220158907 -; 	 refGene.bed NM_002846 +;  ensGene.bed ENST00000423636 +;  miRNA.bed Name=hsa-miR-153-3p +;
C:507	  chr2 232321154 232321234 -; 	 refGene.bed NM_005381 +;  pirna2.bed 1 -;  ensGene.bed ENST00000461347 +;  wgRNA.bed CDBox +;
C:508	  chr2 232325081 232325149 -; 	 refGene.bed NR_004398 +;  pirna2.bed 1 -;  ensGene.bed ENST00000365530 +;  wgRNA.bed CDBox +;
C:509	  chr20 2634856 2634933 +; 	 refGene.bed NR_027700 +;  pirna2.bed 1 -;  ensGene.bed ENST00000329276 +;  wgRNA.bed CDBox +;
C:510	  chr20 2637269 2637341 +; 	 refGene.bed NR_027700 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000462630 +;
C:511	  chr20 2637583 2637658 +; 	 refGene.bed NR_027700 +;  pirna2.bed 1 -;  ensGene.bed ENST00000467857 +;  wgRNA.bed CDBox +;
C:512	  chr20 37078077 37078149 +; 	 refGene.bed NR_003239 +;  wgRNA.bed HAcaBox +;  ensGene.bed ENST00000442419 +;
C:513	  chr20 47895481 47895558 +; 	 refGene.bed NR_003606 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000386307 +;
C:514	  chr20 47896860 47896939 +; 	 refGene.bed NR_003606 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000410433 +;
C:515	  chr20 47897224 47897302 +; 	 refGene.bed NR_003606 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000391002 +;
C:516	  chr8 65291700 65291794 +; 	 refGene.bed NR_029669 +;  ensGene.bed ENST00000521441 +;  miRNA.bed Name=hsa-miR-124-3p +;
C:517	  chr20 62550847 62550871 +; 	 refGene.bed NM_025219 +;  ensGene.bed ENST00000360864 +;  miRNA.bed Name=hsa-mir-941-2 +;
C:518	  chr20 2443610 2443681 -; 	 refGene.bed NM_198216 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000515997 +;
C:519	  chr20 17943351 17943402 -; 	 refGene.bed NM_001282454 +;  pirna2.bed 1 -;  ensGene.bed ENST00000486776 +;  wgRNA.bed CDBox +;
C:520	  chrUn 1620417 1620619 +;
C:521	  chr20 37053842 37053881 -; 	 refGene.bed NR_027241 +;  wgRNA.bed HAcaBox +;  ensGene.bed ENST00000413755 +;
C:522	  chr20 37062504 37062542 -; 	 refGene.bed NR_027241 +;  wgRNA.bed HAcaBox +;  ensGene.bed ENST00000424235 +;
C:523	  chrUn 1621750 1621904 +;
C:524	  chr21 17911419 17911481 +; 	 refGene.bed NR_027791 +;  ensGene.bed ENST00000602620 +;  miRNA.bed Name=hsa-miR-99a-3p +;
C:525	  chr21 26946294 26946319 +; 	 refGene.bed NR_001458 +;  ensGene.bed ENST00000456917 +;  miRNA.bed Name=hsa-miR-155-5p +;
C:526	  chr22 20020675 20020732 +; 	 refGene.bed NR_104274 +;  ensGene.bed ENST00000434168 +;  miRNA.bed Name=hsa-miR-185-3p +;
C:527	  chr22 22007604 22007665 +; 	 refGene.bed NR_029845 +;  ensGene.bed ENST00000498589 +;  miRNA.bed Name=hsa-miR-130b-3p +;
C:528	  chr22 31127555 31127620 +; 	 refGene.bed NM_001282738 +;  ensGene.bed ENST00000446658 +;  miRNA.bed Name=hsa-miR-3200-3p +;  LTR - 366 30;
C:529	  chr22 43011310 43011399 +; 	 refGene.bed NR_029422 +;  ensGene.bed ENST00000602478 +;
C:530	  chr22 46509624 46509646 +; 	 refGene.bed NR_027033 +;  ensGene.bed ENST00000360737 +;  miRNA.bed Name=hsa-let-7b-3p +;
C:531	  chr22 29729164 29729235 -; 	 refGene.bed NM_145730 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000415447 +;  miRNA.bed Name=hsa-miR-3653 +;
C:532	  chr22 39709825 39709913 -; 	 refGene.bed NM_001033853 +;  pirna2.bed 1 -;  ensGene.bed ENST00000402527 +;  wgRNA.bed CDBox +;
C:533	  chr22 39711219 39711309 -; 	 refGene.bed NM_001033853 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000453303 +;
C:534	  chr22 39715054 39715118 -; 	 refGene.bed NM_001033853 +;  pirna2.bed 1 -;  ensGene.bed ENST00000459859 +;  wgRNA.bed CDBox +;
C:535	  chr22 45596837 45596860 -; 	 refGene.bed NM_001009880 +;  ensGene.bed ENST00000391627 +;  miRNA.bed Name=hsa-miR-1249 +;  LINE + -15 285;
C:536	  chr3 39452544 39452583 +; 	 refGene.bed NM_001012321 +;  wgRNA.bed HAcaBox +;  ensGene.bed ENST00000365493 +;
C:537	  chr3 52724768 52724833 +; 	 refGene.bed NM_206826 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000484022 +;
C:538	  chr3 52725393 52725458 +; 	 refGene.bed NM_206826 +;  ensGene.bed ENST00000484022 +;
C:539	  chr3 52726758 52726820 +; 	 refGene.bed NM_206826 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000484022 +;
C:540	  chr3 10436182 10436237 -; 	 refGene.bed NM_001001331 +;  ensGene.bed ENST00000480680 +;  miRNA.bed Name=hsa-miR-885-3p +;  rmsk.bed SINE +;
C:541	  chr3 183959192 183959218 +; 	 refGene.bed NM_138345 +;  ensGene.bed ENST00000444495 +;  miRNA.bed Name=hsa-miR-1224-5p +;
C:542	  chr3 12881809 12881864 -; 	 refGene.bed NM_001007074 +;  pirna2.bed 1 -;  ensGene.bed ENST00000457131 +;  wgRNA.bed HAcaBox +;
C:543	  chr3 49057590 49057654 -; 	 refGene.bed NM_018114 +;  ensGene.bed ENST00000440857 +;  miRNA.bed Name=hsa-miR-425-3p +;
C:544	  chr3 49058062 49058127 -; 	 refGene.bed NM_018114 +;  ensGene.bed ENST00000440857 +;  miRNA.bed Name=hsa-miR-191-3p +;
C:545	  chr4 20529921 20529982 +; 	 refGene.bed NM_004787 +;  ensGene.bed ENST00000503837 +;  miRNA.bed Name=hsa-miR-218-1-3p +;
C:546	  chr4 38869676 38869735 +; 	 refGene.bed NR_033290 +;  ensGene.bed ENST00000358869 +;  miRNA.bed Name=hsa-miR-574-3p +;  rmsk.bed Simple_repeat +;
C:547	  chr4 88902693 88902818 +; 	 refGene.bed NM_001040058 +;  ensGene.bed ENST00000509659 +;
C:548	  chr4 88903840 88903897 +; 	 refGene.bed NM_001040058 +;  ensGene.bed ENST00000509659 +;
C:549	  chr4 115577928 115577985 +; 	 refGene.bed NM_003360 +;  ensGene.bed ENST00000394511 +;  miRNA.bed Name=hsa-miR-577 +;
C:550	  chr4 152024979 152025041 +; 	 refGene.bed NM_001267699 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000604922 -;
C:551	  chr4 8007037 8007096 -; 	 refGene.bed NM_001286688 +;  ensGene.bed ENST00000505872 +;  miRNA.bed Name=hsa-miR-95-5p +;  LINE + -10 -36;
C:552	  chr5 15935297 15935363 +; 	 refGene.bed NM_001278317 +;  ensGene.bed ENST00000329673 +;  miRNA.bed Name=hsa-miR-887-5p +;  LINE - 396 -107;
C:553	  chrUn 1629246 1630455 +;
C:554	  chr7 103629805 103629835 -; 	 refGene.bed NM_173054 +;  ensGene.bed ENST00000428762 +;  rmsk.bed Simple_repeat -;
C:555	  chr2 217238233 217238263 +; 	 rmsk.bed Simple_repeat +;
C:556	  chr5 71495268 71495355 +; 	 refGene.bed NM_005909 +;  ensGene.bed ENST00000296755 +;
C:557	  chr5 85916323 85916385 +; 	 refGene.bed NR_037402 +;  pirna2.bed 1 -;  ensGene.bed ENST00000362392 +;  miRNA.bed Name=hsa-miR-3607-3p +;
C:558	  chrM 14660 14751 +; 	 pirna2.bed 1 -;  ensGene.bed ENST00000361789 +;
C:559	  chrM 14646 14743 -; 	 pirna2.bed 1 -;  ensGene.bed ENST00000387459 +;
C:560	  chr5 140090859 140090958 +; 	 refGene.bed NR_026703 +;  ensGene.bed ENST00000363120 +;
C:561	  chr5 148810223 148810285 +; 	 refGene.bed NR_027180 +;  ensGene.bed ENST00000384967 +;  miRNA.bed Name=hsa-miR-145-3p +;
C:562	  chr5 159912377 159912402 +; 	 refGene.bed NR_029701 +;  ensGene.bed ENST00000517927 +;  miRNA.bed Name=hsa-miR-146a-5p +;
C:563	  chr5 58999453 58999514 -; 	 refGene.bed NM_001104631 +;  ensGene.bed ENST00000514231 +;  miRNA.bed Name=hsa-miR-582-3p +;  LINE - -23 -105;
C:564	  chrM 1815 1958 +; 	 pirna2.bed 1 -;  ensGene.bed ENST00000387347 +;
C:565	  chrM 840 1088 +; 	 ensGene.bed ENST00000389680 +;
C:566	  chrM 15120 15168 -; 	 ensGene.bed ENST00000361789 -;
C:567	  chrM 10346 10499 +; 	 ensGene.bed ENST00000361335 +;
C:568	  chr5 136983267 136983330 -; 	 refGene.bed NM_001257195 +;  ensGene.bed ENST00000502381 +;  miRNA.bed Name=hsa-miR-874-5p +;
C:569	  chr5 137896731 137896799 -; 	 refGene.bed NM_004134 +;  pirna2.bed 1 -;  ensGene.bed ENST00000507097 +;  wgRNA.bed CDBox +;
C:570	  chr5 148441933 148441958 -; 	 refGene.bed NM_024577 +;  ensGene.bed ENST00000504690 +;  miRNA.bed Name=hsa-miR-584-5p +;  rmsk.bed DNA -;
C:571	  chr5 179442316 179442383 -; 	 refGene.bed NM_001280801 +;  ensGene.bed ENST00000520911 +;  miRNA.bed Name=hsa-miR-340-3p +;  rmsk.bed DNA -;
C:572	  chr5 180668815 180668890 -; 	 refGene.bed NM_006098 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000515417 +;
C:573	  chr5 180670310 180670378 -; 	 refGene.bed NM_006098 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000515417 +;
C:574	  chr2 27273702 27273748 +; 	 pirna2.bed 1 -;  ensGene.bed ENST00000421915 +;  rmsk.bed tRNA +;  tRNA.bed chr2.tRNA2-TyrGTA +;
C:575	  chr6 26575854 26575890 +; 	 pirna2.bed 1 -;  rmsk.bed tRNA +;  tRNA.bed chr6.tRNA15-TyrGTA +;
C:576	  chr6 30552108 30552132 +; 	 refGene.bed NM_001090 +;  ensGene.bed ENST00000376545 +;  miRNA.bed Name=hsa-miR-877-5p +;
C:577	  chr6 31803035 31803103 +; 	 refGene.bed NM_001040437 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000375633 +;
C:578	  chr6 31804851 31804918 +; 	 refGene.bed NM_001040437 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000364884 +;
C:579	  chr6 133136446 133136515 +; 	 refGene.bed NM_001016 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000484616 +;
C:580	  chr6 133137942 133138011 +; 	 refGene.bed NM_001016 +;  pirna2.bed 1 -;  ensGene.bed ENST00000484616 +;  wgRNA.bed CDBox +;
C:581	  chr6 31504150 31504226 -; 	 refGene.bed NR_037852 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000456662 +;
C:582	  chr6 31508877 31508955 -; 	 refGene.bed NR_037852 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000449757 +;
C:583	  chr6 86387009 86387086 -; 	 refGene.bed NR_003038 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000587692 +;
C:584	  chr6 86387306 86387376 -; 	 refGene.bed NR_003044 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000587692 +;
C:585	  chr7 22896231 22896305 +; 	 refGene.bed NR_003075 +;  pirna2.bed 1 -;  ensGene.bed ENST00000408813 +;  wgRNA.bed CDBox +;
C:586	  chr7 98479470 98479509 +; 	 refGene.bed NM_001244580 +;  ensGene.bed ENST00000446306 +;
C:587	  chr7 130135966 130136025 +; 	 refGene.bed NM_001253900 +;  ensGene.bed ENST00000604666 -;  miRNA.bed Name=hsa-miR-335-3p +;
C:588	  chr7 136587951 136588011 +; 	 refGene.bed NM_001006626 +;  ensGene.bed ENST00000425981 -;  miRNA.bed Name=hsa-miR-490-3p +;
C:589	  chr7 150935534 150935595 +; 	 refGene.bed NM_019015 +;  ensGene.bed ENST00000390183 +;  miRNA.bed Name=hsa-miR-671-3p +;
C:590	  chr7 1062588 1062648 -; 	 refGene.bed NM_032350 +;  ensGene.bed ENST00000491163 +;  miRNA.bed Name=hsa-miR-339-3p +;
C:591	  chr7 5535464 5535525 -; 	 refGene.bed NM_024963 +;  ensGene.bed ENST00000415009 +;  miRNA.bed Name=hsa-miR-589-3p +;
C:592	  chr7 5567653 5567699 -; 	 refGene.bed NM_001101 +;  ensGene.bed ENST00000493945 +;
